"frequency";"r ngspice/ac.s_1_1_db";"i ngspice/ac.s_1_1_db"
8.18001e+09;-5.0262;0
8.19001e+09;-5.03539;0
8.20001e+09;-5.04503;0
8.21001e+09;-5.0545;0
8.22001e+09;-5.064;0
8.23001e+09;-5.07354;0
8.24001e+09;-5.08311;0
8.25001e+09;-5.09248;0
8.26001e+09;-5.10236;0
8.27001e+09;-5.11204;0
8.28001e+09;-5.12152;0
8.29001e+09;-5.13153;0
8.30001e+09;-5.14134;0
8.31001e+09;-5.15119;0
8.32001e+09;-5.16083;0
8.33001e+09;-5.17102;0
8.34001e+09;-5.18075;0
8.35001e+09;-5.19105;0
8.36001e+09;-5.20087;0
8.37001e+09;-5.21128;0
8.38001e+09;-5.22147;0
8.39001e+09;-5.23144;0
8.40001e+09;-5.24202;0
8.41001e+09;-5.25238;0
8.42001e+09;-5.2628;0
8.43001e+09;-5.27328;0
8.44001e+09;-5.28353;0
8.45001e+09;-5.29443;0
8.46001e+09;-5.3051;0
8.47001e+09;-5.31584;0
8.48001e+09;-5.32634;0
8.49001e+09;-5.33721;0
8.50001e+09;-5.34816;0
8.51001e+09;-5.3595;0
8.52001e+09;-5.3706;0
8.53001e+09;-5.38178;0
8.54001e+09;-5.39271;0
8.55001e+09;-5.40405;0
8.56001e+09;-5.4158;0
8.57001e+09;-5.42731;0
8.58001e+09;-5.43891;0
8.59001e+09;-5.4506;0
8.60001e+09;-5.46238;0
